"","id","gender","age","province","smoked_cigarettes","age_first_time_cigarettes","freq_cigarettes_30_days","freq_little_cigars_30_days","freq_cigars_30_days","freq_tabacco_pipe_30_days","freq_chewing_tabacco_30_days","freq_tabacco_waterpipe_30_days","when_quit_smoking","num_try_stop_smoking","quit_smoking_by_vaping","vaped","age_first_time_vape","freq_vaped_30_days","main_reason_vaping","num_try_stop_vaping","harm_vaping","smoked_cannabis","age_first_time_cannabis","freq_cannabis_30_days","freq_cannabis_tobacco_mix_30_days","first_product","freq_alcohol_30_days","smoking_status"
"466",50465,"Male","45-54","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"467",50466,"Male","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"468",50467,"Male","25-34","Quebec","Yes","15-19","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","1","Yes","Yes","25-29","Less than once a week, but at least once in the past month","To cut down on smoking cigarettes","0","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","At least once a week","Current smoker"
"469",50468,"Male","65 and older","Saskatchewan","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"470",50469,"Male","65 and older","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"471",50470,"Male","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Much less harmful than cigarettes","Yes","10-14","Not at all","Valid skip","An e-cigarette or vaping device","At least once a week","Never smoked"
"472",50471,"Male","15-19","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Less than once a week, but at least once in the past month","Enjoy it","0","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","An e-cigarette or vaping device","Not at all","Never smoked"
"473",50472,"Female","35-44","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"474",50473,"Female","25-34","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"475",50474,"Male","15-19","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"476",50475,"Female","65 and older","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"477",50476,"Male","55-64","British Columbia","Yes","15-19","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Current smoker"
"478",50477,"Female","15-19","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cannabis","Not at all","Never smoked"
"479",50478,"Female","45-54","Alberta","Yes","15-19","Daily","Less than daily, but at least once in the past month","Not at all","Not at all","Not at all","Not at all","Valid skip","2 or 3","No","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Current smoker"
"480",50479,"Male","25-34","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cannabis","Daily","Never smoked"
"481",50480,"Male","15-19","Ontario","No","Valid skip","Valid skip","Not at all","Less than once a week, but at least once in the past month","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Less than daily, but at least once in the past month","Other","4 or more","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","An e-cigarette or vaping device","At least once a week","Never smoked"
"482",50481,"Male","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"483",50482,"Female","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","15-19","Less than daily, but at least once a week","Not at all","Cannabis","Less than once a week, but at least once in the past month","Never smoked"
"484",50483,"Female","35-44","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","30-34","Not at all","Valid skip","Valid skip","Somewhat more harmful than cigarettes","Yes","10-14","Not at all","Valid skip","Cannabis","Not at all","Never smoked"
"485",50484,"Female","65 and older","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"486",50485,"Male","55-64","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"487",50486,"Female","55-64","Ontario","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"488",50487,"Female","65 and older","Newfoundland and Labrador","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"489",50488,"Female","20-24","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","10-14","Not at all","Valid skip","Cannabis","Less than once a week, but at least once in the past month","Never smoked"
"490",50489,"Male","65 and older","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","30-34","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"491",50490,"Female","35-44","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"492",50491,"Female","45-54","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Daily","Former smoker"
"493",50492,"Male","45-54","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"494",50493,"Female","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"495",50494,"Male","25-34","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Daily","Never smoked"
"496",50495,"Female","45-54","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"497",50496,"Female","20-24","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"498",50497,"Male","20-24","Quebec","Yes","10-14","Less than daily, but at least once in the past month","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","15-19","Daily","To avoid returning to smoking cigarettes","2 or 3","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Current smoker"
"499",50498,"Male","20-24","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Daily","To reduce stress","0","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Never smoked"
